id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
276,Watermelon Juice - Variant 3,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Watermelon Juice - Variant 3 is a customer favorite.,4.07,20,3.26,733,19,Medium,Dairy-Free,3.8,732,Available,Yes,No,https://images.restaurant.com/food/beverage/0276.jpg,2023-06-17
277,Watermelon Juice - Variant 4,Beverage,Korean,A refreshing drink crafted with natural ingredients. Watermelon Juice - Variant 4 is a customer favorite.,5.04,20,4.03,487,39,None,Nut-Free,4.6,810,Sold Out,Yes,No,https://images.restaurant.com/food/beverage/0277.jpg,2023-07-12
278,Watermelon Juice - Variant 5,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Watermelon Juice - Variant 5 is a customer favorite.,4.04,10,3.64,181,17,Medium,Low-Carb,4.5,768,Available,Yes,Yes,https://images.restaurant.com/food/beverage/0278.jpg,2023-04-14
279,Coconut Water,Beverage,American,A refreshing drink crafted with natural ingredients. Coconut Water is a customer favorite.,4.94,0,4.94,627,6,Extra Hot,Halal,3.8,550,Available,No,No,https://images.restaurant.com/food/beverage/0279.jpg,2023-11-30
280,Coconut Water - Variant 2,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Coconut Water - Variant 2 is a customer favorite.,3.71,5,3.52,260,22,None,Low-Carb,4.7,214,Sold Out,No,Yes,https://images.restaurant.com/food/beverage/0280.jpg,2023-03-24
281,Coconut Water - Variant 3,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Coconut Water - Variant 3 is a customer favorite.,4.83,10,4.35,844,21,Mild,Spicy,3.9,312,Sold Out,No,No,https://images.restaurant.com/food/beverage/0281.jpg,2024-06-28
282,Coconut Water - Variant 4,Beverage,French,A refreshing drink crafted with natural ingredients. Coconut Water - Variant 4 is a customer favorite.,4.17,10,3.75,718,23,Hot,Keto,4.6,337,Sold Out,No,No,https://images.restaurant.com/food/beverage/0282.jpg,2023-04-24
283,Coconut Water - Variant 5,Beverage,Korean,A refreshing drink crafted with natural ingredients. Coconut Water - Variant 5 is a customer favorite.,4.2,20,3.36,318,21,None,Dairy-Free,4.8,344,Available,Yes,No,https://images.restaurant.com/food/beverage/0283.jpg,2024-08-07
284,Coconut Water - Variant 6,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Coconut Water - Variant 6 is a customer favorite.,4.13,20,3.3,948,12,None,Keto,4.9,329,Available,No,No,https://images.restaurant.com/food/beverage/0284.jpg,2023-07-11
285,Peach Iced Tea,Beverage,Korean,A refreshing drink crafted with natural ingredients. Peach Iced Tea is a customer favorite.,3.93,0,3.93,1137,8,None,Spicy,4.5,699,Available,No,No,https://images.restaurant.com/food/beverage/0285.jpg,2024-09-28
286,Peach Iced Tea - Variant 2,Beverage,American,A refreshing drink crafted with natural ingredients. Peach Iced Tea - Variant 2 is a customer favorite.,3.97,0,3.97,947,9,None,Dairy-Free,3.7,773,Available,No,Yes,https://images.restaurant.com/food/beverage/0286.jpg,2023-03-05
287,Peach Iced Tea - Variant 3,Beverage,Korean,A refreshing drink crafted with natural ingredients. Peach Iced Tea - Variant 3 is a customer favorite.,4.06,10,3.65,414,9,Mild,Keto,3.9,702,Available,Yes,Yes,https://images.restaurant.com/food/beverage/0287.jpg,2023-06-13
288,Peach Iced Tea - Variant 4,Beverage,Korean,A refreshing drink crafted with natural ingredients. Peach Iced Tea - Variant 4 is a customer favorite.,3.85,0,3.85,1072,44,Hot,Gluten-Free,4.9,362,Available,No,Yes,https://images.restaurant.com/food/beverage/0288.jpg,2023-02-13
289,Peach Iced Tea - Variant 5,Beverage,Italian,A refreshing drink crafted with natural ingredients. Peach Iced Tea - Variant 5 is a customer favorite.,3.88,0,3.88,394,27,Medium,Spicy,4.3,622,Available,No,Yes,https://images.restaurant.com/food/beverage/0289.jpg,2024-04-11
290,Peach Iced Tea - Variant 6,Beverage,French,A refreshing drink crafted with natural ingredients. Peach Iced Tea - Variant 6 is a customer favorite.,3.53,5,3.35,283,37,Mild,Vegan,3.9,162,Available,Yes,No,https://images.restaurant.com/food/beverage/0290.jpg,2023-03-26
291,Blue Lagoon,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Blue Lagoon is a customer favorite.,5.9,0,5.9,365,41,Hot,Low-Carb,4.6,117,Sold Out,No,No,https://images.restaurant.com/food/beverage/0291.jpg,2023-06-15
292,Blue Lagoon - Variant 2,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Blue Lagoon - Variant 2 is a customer favorite.,5.87,10,5.28,276,16,Medium,None,4.3,702,Available,No,Yes,https://images.restaurant.com/food/beverage/0292.jpg,2024-08-07
293,Blue Lagoon - Variant 3,Beverage,American,A refreshing drink crafted with natural ingredients. Blue Lagoon - Variant 3 is a customer favorite.,5.28,15,4.49,794,38,Hot,Nut-Free,4.9,596,Sold Out,No,No,https://images.restaurant.com/food/beverage/0293.jpg,2023-10-25
294,Blue Lagoon - Variant 4,Beverage,Lebanese,A refreshing drink crafted with natural ingredients. Blue Lagoon - Variant 4 is a customer favorite.,5.28,5,5.02,525,42,Hot,Vegetarian,4.6,521,Available,No,No,https://images.restaurant.com/food/beverage/0294.jpg,2023-05-19
295,Tomato Basil Soup,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Tomato Basil Soup is a customer favorite.",8.28,0,8.28,619,31,Mild,Keto,4.6,847,Available,No,Yes,https://images.restaurant.com/food/soup/0295.jpg,2023-10-13
296,Tomato Basil Soup - Variant 2,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Tomato Basil Soup - Variant 2 is a customer favorite.",7.35,15,6.25,509,26,None,Vegetarian,4.0,393,Available,No,No,https://images.restaurant.com/food/soup/0296.jpg,2024-04-17
297,Tomato Basil Soup - Variant 3,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Tomato Basil Soup - Variant 3 is a customer favorite.",7.64,0,7.64,516,36,None,Keto,4.6,793,Available,No,Yes,https://images.restaurant.com/food/soup/0297.jpg,2024-07-24
298,Tomato Basil Soup - Variant 4,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Tomato Basil Soup - Variant 4 is a customer favorite.",8.16,0,8.16,493,27,Extra Hot,Gluten-Free,4.1,130,Available,Yes,Yes,https://images.restaurant.com/food/soup/0298.jpg,2024-10-01
299,Tomato Basil Soup - Variant 5,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Tomato Basil Soup - Variant 5 is a customer favorite.",6.46,0,6.46,158,23,Extra Hot,Dairy-Free,4.4,800,Available,No,No,https://images.restaurant.com/food/soup/0299.jpg,2023-12-29
300,French Onion Soup,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. French Onion Soup is a customer favorite.",10.21,0,10.21,227,13,Mild,Halal,4.2,784,Available,No,No,https://images.restaurant.com/food/soup/0300.jpg,2024-07-07
301,French Onion Soup - Variant 2,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. French Onion Soup - Variant 2 is a customer favorite.",8.85,20,7.08,700,5,Hot,None,5.0,182,Available,No,No,https://images.restaurant.com/food/soup/0301.jpg,2023-02-22
302,French Onion Soup - Variant 3,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. French Onion Soup - Variant 3 is a customer favorite.",9.85,0,9.85,765,27,None,Vegan,4.3,335,Available,Yes,No,https://images.restaurant.com/food/soup/0302.jpg,2023-04-11
303,Clam Chowder,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder is a customer favorite.",11.96,10,10.76,940,7,Extra Hot,Low-Carb,4.1,480,Available,No,No,https://images.restaurant.com/food/soup/0303.jpg,2024-01-11
304,Clam Chowder - Variant 2,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder - Variant 2 is a customer favorite.",11.75,0,11.75,1149,24,Mild,Spicy,4.6,100,Sold Out,Yes,No,https://images.restaurant.com/food/soup/0304.jpg,2023-09-14
305,Clam Chowder - Variant 3,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder - Variant 3 is a customer favorite.",9.59,10,8.63,1197,16,Extra Hot,Spicy,4.8,503,Available,Yes,Yes,https://images.restaurant.com/food/soup/0305.jpg,2023-02-05
306,Clam Chowder - Variant 4,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder - Variant 4 is a customer favorite.",11.76,10,10.58,833,40,Extra Hot,Gluten-Free,3.9,55,Available,No,Yes,https://images.restaurant.com/food/soup/0306.jpg,2023-12-09
307,Clam Chowder - Variant 5,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder - Variant 5 is a customer favorite.",10.18,5,9.67,435,18,Mild,Gluten-Free,4.5,616,Available,Yes,No,https://images.restaurant.com/food/soup/0307.jpg,2023-01-14
308,Clam Chowder - Variant 6,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Clam Chowder - Variant 6 is a customer favorite.",10.04,0,10.04,595,36,Extra Hot,Vegetarian,4.8,72,Available,Yes,Yes,https://images.restaurant.com/food/soup/0308.jpg,2023-07-12
309,Lentil Soup,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Lentil Soup is a customer favorite.",7.53,5,7.15,1023,35,Hot,Keto,4.1,674,Available,Yes,Yes,https://images.restaurant.com/food/soup/0309.jpg,2024-11-02
310,Lentil Soup - Variant 2,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Lentil Soup - Variant 2 is a customer favorite.",6.24,5,5.93,331,38,Mild,Vegan,4.6,92,Available,Yes,No,https://images.restaurant.com/food/soup/0310.jpg,2023-06-14
311,Lentil Soup - Variant 3,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Lentil Soup - Variant 3 is a customer favorite.",6.45,0,6.45,560,39,Medium,Vegetarian,4.8,809,Available,No,No,https://images.restaurant.com/food/soup/0311.jpg,2023-07-03
312,Chicken Noodle Soup,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Chicken Noodle Soup is a customer favorite.",8.2,0,8.2,1044,41,Extra Hot,Halal,3.9,823,Available,No,Yes,https://images.restaurant.com/food/soup/0312.jpg,2024-01-16
313,Chicken Noodle Soup - Variant 2,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Chicken Noodle Soup - Variant 2 is a customer favorite.",6.93,10,6.24,1075,28,None,Spicy,3.7,103,Available,No,Yes,https://images.restaurant.com/food/soup/0313.jpg,2024-06-28
314,Chicken Noodle Soup - Variant 3,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Chicken Noodle Soup - Variant 3 is a customer favorite.",8.98,5,8.53,445,38,Mild,None,4.0,630,Available,No,No,https://images.restaurant.com/food/soup/0314.jpg,2024-07-31
315,Miso Soup,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Miso Soup is a customer favorite.",5.09,5,4.84,1096,14,Medium,Vegan,4.2,727,Available,No,Yes,https://images.restaurant.com/food/soup/0315.jpg,2024-02-20
316,Miso Soup - Variant 2,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Miso Soup - Variant 2 is a customer favorite.",4.39,0,4.39,459,23,Hot,Gluten-Free,4.6,493,Available,No,Yes,https://images.restaurant.com/food/soup/0316.jpg,2024-10-07
317,Miso Soup - Variant 3,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Miso Soup - Variant 3 is a customer favorite.",4.18,0,4.18,518,28,Hot,Dairy-Free,4.7,691,Available,No,No,https://images.restaurant.com/food/soup/0317.jpg,2023-08-25
318,Miso Soup - Variant 4,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Miso Soup - Variant 4 is a customer favorite.",4.05,20,3.24,1061,32,Extra Hot,Gluten-Free,4.9,617,Available,No,Yes,https://images.restaurant.com/food/soup/0318.jpg,2024-03-04
319,Miso Soup - Variant 5,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Miso Soup - Variant 5 is a customer favorite.",4.62,10,4.16,870,15,Extra Hot,Nut-Free,3.8,782,Sold Out,Yes,No,https://images.restaurant.com/food/soup/0319.jpg,2024-03-07
320,Minestrone,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Minestrone is a customer favorite.",7.07,0,7.07,313,37,Extra Hot,Halal,3.9,157,Available,No,No,https://images.restaurant.com/food/soup/0320.jpg,2024-04-18
321,Minestrone - Variant 2,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Minestrone - Variant 2 is a customer favorite.",7.32,0,7.32,1102,11,Extra Hot,Spicy,3.6,557,Available,No,No,https://images.restaurant.com/food/soup/0321.jpg,2024-09-15
322,Minestrone - Variant 3,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Minestrone - Variant 3 is a customer favorite.",7.42,10,6.68,188,22,Medium,Keto,3.9,513,Available,No,Yes,https://images.restaurant.com/food/soup/0322.jpg,2023-08-05
323,Pho,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Pho is a customer favorite.",10.34,20,8.27,1174,44,Extra Hot,Low-Carb,3.8,125,Available,No,No,https://images.restaurant.com/food/soup/0323.jpg,2024-01-27
324,Pho - Variant 2,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Pho - Variant 2 is a customer favorite.",12.43,0,12.43,986,5,Mild,Low-Carb,3.5,351,Available,No,No,https://images.restaurant.com/food/soup/0324.jpg,2024-11-25
325,Pho - Variant 3,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Pho - Variant 3 is a customer favorite.",11.25,5,10.69,307,23,Extra Hot,Spicy,4.1,51,Available,No,No,https://images.restaurant.com/food/soup/0325.jpg,2024-08-01
326,Pho - Variant 4,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Pho - Variant 4 is a customer favorite.",10.54,20,8.43,342,33,Hot,Gluten-Free,4.8,681,Sold Out,No,Yes,https://images.restaurant.com/food/soup/0326.jpg,2024-02-09
327,Pho - Variant 5,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Pho - Variant 5 is a customer favorite.",10.81,20,8.65,1048,44,Medium,None,4.4,342,Available,No,No,https://images.restaurant.com/food/soup/0327.jpg,2024-01-12
328,Gazpacho,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho is a customer favorite.",8.69,5,8.26,377,43,Hot,Nut-Free,4.5,786,Available,No,Yes,https://images.restaurant.com/food/soup/0328.jpg,2024-07-28
329,Gazpacho - Variant 2,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho - Variant 2 is a customer favorite.",7.88,0,7.88,1141,8,Extra Hot,Halal,4.4,755,Available,No,Yes,https://images.restaurant.com/food/soup/0329.jpg,2023-06-06
330,Gazpacho - Variant 3,Soup,American,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho - Variant 3 is a customer favorite.",7.52,5,7.14,175,7,Extra Hot,Low-Carb,4.5,175,Available,No,Yes,https://images.restaurant.com/food/soup/0330.jpg,2023-02-15
331,Gazpacho - Variant 4,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho - Variant 4 is a customer favorite.",7.55,0,7.55,1141,15,Mild,Low-Carb,3.7,320,Available,No,No,https://images.restaurant.com/food/soup/0331.jpg,2023-06-14
332,Gazpacho - Variant 5,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho - Variant 5 is a customer favorite.",7.46,10,6.71,1140,20,None,Vegetarian,3.6,436,Available,Yes,No,https://images.restaurant.com/food/soup/0332.jpg,2023-12-18
333,Gazpacho - Variant 6,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Gazpacho - Variant 6 is a customer favorite.",8.53,15,7.25,317,27,None,Keto,3.7,10,Available,No,Yes,https://images.restaurant.com/food/soup/0333.jpg,2024-05-30
334,Tom Yum,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum is a customer favorite.",11.24,5,10.68,684,17,Medium,Dairy-Free,4.6,783,Sold Out,No,Yes,https://images.restaurant.com/food/soup/0334.jpg,2023-07-16
335,Tom Yum - Variant 2,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum - Variant 2 is a customer favorite.",10.27,0,10.27,1027,26,Mild,Spicy,3.9,549,Available,No,No,https://images.restaurant.com/food/soup/0335.jpg,2023-12-27
336,Tom Yum - Variant 3,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum - Variant 3 is a customer favorite.",11.1,0,11.1,1000,21,Medium,Vegetarian,4.9,708,Sold Out,No,No,https://images.restaurant.com/food/soup/0336.jpg,2023-08-10
337,Tom Yum - Variant 4,Soup,Korean,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum - Variant 4 is a customer favorite.",10.06,0,10.06,188,10,Hot,Dairy-Free,3.8,399,Available,No,No,https://images.restaurant.com/food/soup/0337.jpg,2023-04-23
338,Tom Yum - Variant 5,Soup,Mediterranean,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum - Variant 5 is a customer favorite.",9.28,0,9.28,329,24,Hot,Dairy-Free,4.7,709,Available,No,No,https://images.restaurant.com/food/soup/0338.jpg,2023-04-24
339,Tom Yum - Variant 6,Soup,Indian,"A warm, comforting soup made with rich broth and fresh vegetables. Tom Yum - Variant 6 is a customer favorite.",11.48,10,10.33,594,20,Extra Hot,Gluten-Free,4.1,104,Available,No,No,https://images.restaurant.com/food/soup/0339.jpg,2023-12-20
340,Butternut Squash Soup,Soup,Spanish,"A warm, comforting soup made with rich broth and fresh vegetables. Butternut Squash Soup is a customer favorite.",6.92,5,6.57,852,34,Mild,None,4.1,180,Available,No,No,https://images.restaurant.com/food/soup/0340.jpg,2024-11-13
